age,domain,current_job,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,salary,mui,redux,flutter,node,jest,sql,dart,linux,bootstrap,typescipt,vim,mysql,opencv,communication,aws,react,api,ajax,express,jwt,javascript,git,typescript,nginx,tailwindcss,vercel,python,mongodb,firebase,postman,angular,next,html,tailwind,docker,nest,nodejs,cnn,mongoose,hasura,graphql,django,jquery
20,MERN Stack,Data Engineer,Degree,No,No,15.5,No,7,Pune,Yes,7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Flutter developer,Degree,No,No,10.3,Yes,1,Others,Yes,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,Full Stack Developer,No Degree,No,No,10.4,No,4,Bangalore,Yes,6.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,React Developer,Degree,No,Yes [ Non IT industry ],12.8,Yes,7,Chennai,Yes,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Flutter,Jr Nodejs Developer,Degree,Yes,No,16.0,Yes,5,WFH,Yes,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,Flutter,React Developer,Degree,No,No,14.6,No,5,Nagercoil,Yes,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
23,MERN Stack,React Developer,Degree,Yes,No,14.8,No,6,WFH,No,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,Go,MERN Stack developer,Degree,No,No,14.4,Yes,7,WFH,Yes,6.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,MEAN Stack,Angular Developer,Degree,Yes,No,7.0,No,7,WFH,Yes,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,MERN Stack developer,No Degree,No,Yes [ Non IT industry ],13.7,Yes,4,Hyderabad,Yes,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,MERN Stack,Full stack engineer,Degree,No,No,7.0,No,4,Ernakulam,Yes,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Web Development with Django,Software Developer,Degree,No,Yes [ Non IT industry ],8.6,No,5,Kochi,Yes,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,MERN Stack,Python developer,Degree,No,No,16.0,Yes,7,Hyderabad,Yes,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28,Machine Learning,Jr Nodejs Developer,No Degree,No,Bca dropout ,11.4,Yes,0,WFH,Yes,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,Angular Developer,Degree,No,Yes [ Non IT industry ],16.0,Yes,5,Calicut,Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Machine Learning,Flutter development,Degree,No,No,10.5,No,1,WFH,Yes,5.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
23,MERN Stack,MERN Stack developer,Degree,No,No,8.2,No,7,Hyderabad,No,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
25,MERN Stack,Flutter development,Degree,No,No,11.7,Yes,5,Bangalore,Yes,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,MERN Stack,Python + Angular Developer,No Degree,Yes,No,15.1,No,7,Bangalore,Yes,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,MERN Stack,MERN Stack developer,No Degree,Yes,No,13.8,No,6,Coimbatore,Yes,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,Machine Learning,Software Developer,No Degree,Yes,No,14.5,Yes,6,Coimbatore,Yes,3.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
22,MERN Stack,Golang Developer,Degree,Yes,No,12.7,No,6,Hyderabad,No,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
24,MERN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],14.0,Yes,6,Bangalore,Yes,3.8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,MERN Stack,Python + Angular Developer,No Degree,No,No,8.6,Yes,5,Others,Yes,2.8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Full Stack Developer,No Degree,No,Yes [ Non IT industry ],15.4,Yes,2,Bangalore,Yes,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,Flutter,Angular Developer,Degree,No,No,16.0,No,7,Coimbatore,Yes,4.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,Web Development with Django,Angular Developer,Degree,No,No,14.3,Yes,5,Hyderabad,Yes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,MERN Stack,Flutter developer,Degree,No,No,16.0,Yes,5,WFH,Yes,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,Flutter,Flutter development,No Degree,No,No,10.0,No,4,Trivandrum,Yes,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24,MERN Stack,Python developer,Degree,Yes,No,13.4,Yes,7,Kochi,Yes,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21,Web Development with Django,Full Stack Developer,Degree,No,No,16.0,Yes,7,Chandigarh,Yes,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,MEAN Stack,React Developer,Degree,No,No,7.5,No,7,Bangalore,Yes,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
20,MERN Stack,Flutter developer,Degree,No,No,9.7,Yes,5,Manjeri,Yes,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21,MERN Stack,Full Stack Developer,Degree,Yes,No,16.0,Yes,1,Hyderabad,Yes,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,MEAN Stack,React Developer,Degree,Yes,No,8.8,Yes,7,Kochi,Yes,5.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,Flutter,MERN Stack developer,Degree,No,No,12.0,No,7,WFH,Yes,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,Machine Learning,Nest js developer,Degree,No,No,9.2,No,6,Manjeri,Yes,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24,Web Development with Django,Jr Nodejs Developer,Degree,Yes,No,14.1,No,7,Pune,Yes,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
28,MERN Stack,Python + Angular Developer,Degree,Yes,No,12.8,No,7,Bangalore,Yes,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,MERN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],8.4,Yes,6,Bangalore,Yes,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
23,Web Development with Django,Full stack engineer,No Degree,No,No,12.1,Yes,0,Bangalore,No,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,MEAN Stack,Jr Nodejs Developer,No Degree,No,No,16.0,Yes,6,Ernakulam,Yes,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,MEAN Stack,Flutter Developer,Degree,Yes,No,13.9,Yes,1,WFH,Yes,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,MERN Stack,Python + Angular Developer,Degree,No,No,8.1,Yes,3,Trivandrum,Yes,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,MERN Stack,Angular Developer,Degree,No,No,11.3,Yes,7,WFH,Yes,6.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,MERN Stack,React Developer,Degree,No,Bca dropout ,8.8,No,5,WFH,Yes,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,MERN Stack,Nest js developer,Degree,No,No,13.3,No,7,Bangalore,Yes,6.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,Go,Full Stack Developer,No Degree,No,No,16.0,Yes,5,WFH,Yes,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,MERN Stack,MERN Stack developer,Diploma,Yes,No,16.0,No,2,WFH,Yes,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
23,MERN Stack,Angular Developer,Degree,No,No,16.0,Yes,5,Chandigarh,Yes,6.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,MERN Stack,Full Stack Developer,Degree,No,No,9.2,Yes,5,Calicut,Yes,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,MERN Stack,Full Stack Developer,No Degree,Yes,No,15.1,Yes,4,WFH,Yes,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Web Development with Django,Full Stack Developer,Degree,No,No,7.4,Yes,5,WFH,Yes,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,MERN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],11.6,Yes,7,Bangalore,Yes,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,MERN Stack,Full Stack Developer,Degree,Yes,No,16.0,No,6,Nagercoil,Yes,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,Web Development with Django,MERN Stack developer,Degree,No,No,9.7,No,7,WFH,Yes,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,MERN Stack,Software Engineer,Degree,No,No,15.4,Yes,7,WFH,Yes,3.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,MERN Stack,React Developer,No Degree,Yes,No,9.6,No,4,Bangalore,Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Web Development with Django,Nest js developer,No Degree,No,No,12.1,No,6,Hyderabad,Yes,5.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21,MERN Stack,Machine Learning Engineer,Degree,No,No,9.0,No,6,Calicut,Yes,5.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
22,Flutter,Flutter developer,Degree,No,No,7.5,Yes,7,Bangalore,Yes,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Web Development with Django,Full stack engineer,Degree,No,No,13.9,Yes,3,Kochi,Yes,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Machine Learning,MERN Stack developer,Degree,No,No,7.7,No,5,Bangalore,No,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Web Development with Django,MERN Stack developer,Degree,Yes,No,13.7,Yes,4,Bangalore,Yes,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
23,Web Development with Django,Software Engineer,Degree,No,No,16.0,No,5,WFH,Yes,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,MERN Stack,Full Stack Developer,Degree,Yes,Yes [ Non IT industry ],8.7,Yes,6,Kochi,Yes,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Web Development with Django,Python developer,No Degree,No,No,11.7,No,7,Manjeri,Yes,7.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,MERN Stack,MERN Stack developer,Degree,No,No,13.6,Yes,5,Bangalore,Yes,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
23,MEAN Stack,Full stack engineer,Degree,Yes,No,14.2,Yes,2,Coimbatore,Yes,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,Web Development with Django,Data Engineer,Degree,No,No,16.0,Yes,4,Kochi,Yes,3.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19,MERN Stack,MERN Stack developer,Degree,Yes,No,13.1,Yes,0,WFH,No,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
25,MERN Stack,MERN Stack developer,Degree,Yes,No,8.5,Yes,7,Pune,Yes,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23,Flutter,React Developer,Degree,No,No,13.9,Yes,6,Calicut,Yes,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,Flutter,Machine Learning Engineer,Degree,No,Bca dropout ,14.4,Yes,5,Hyderabad,Yes,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,Go,Software Engineer,Degree,No,No,7.8,Yes,6,WFH,Yes,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,Go,Flutter developer,No Degree,Yes,Bca dropout ,9.7,No,3,Manjeri,No,5.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,MERN Stack,Python + Angular Developer,No Degree,No,No,7.0,Yes,7,WFH,Yes,3.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,MERN Stack,Flutter developer,Degree,Yes,Yes [ Non IT industry ],14.5,No,4,Manjeri,Yes,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,React Native developer,No Degree,No,No,7.0,Yes,7,Hyderabad,Yes,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Go,Full Stack Developer,Degree,Yes,No,12.6,Yes,7,WFH,Yes,3.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,Flutter,Full Stack Developer,No Degree,Yes,No,13.4,Yes,7,Coimbatore,Yes,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Web Development with Django,Nest js developer,Degree,Yes,No,9.0,Yes,5,Ernakulam,Yes,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,Flutter,Data Engineer,Degree,No,No,11.2,Yes,2,WFH,Yes,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Web Development with Django,MERN Stack developer,Degree,Yes,No,13.8,No,6,Kochi,Yes,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20,MERN Stack,Data Engineer,Degree,No,No,11.9,No,7,Kochi,Yes,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
28,MERN Stack,Full Stack Developer,No Degree,No,No,11.5,No,1,Pune,Yes,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Flutter development,Degree,Yes,Yes [ Non IT industry ],15.0,No,0,Kochi,Yes,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,Machine Learning,React Native developer,Degree,No,No,10.6,Yes,0,Bangalore,Yes,2.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,MEAN Stack,Golang Developer,Degree,Yes,No,13.4,No,7,Ernakulam,Yes,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
24,MEAN Stack,React Native developer,Degree,No,Yes [ Non IT industry ],9.2,No,6,WFH,Yes,2.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,Go,Full Stack Developer,No Degree,No,No,16.0,No,0,Trivandrum,Yes,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,Flutter,React Developer,No Degree,No,No,14.5,Yes,4,Trivandrum,Yes,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
22,Web Development with Django,Full Stack Developer,Degree,No,No,7.8,Yes,5,Others,Yes,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,MERN Stack,Flutter development,Degree,No,No,12.3,Yes,1,WFH,Yes,6.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19,Flutter,Flutter development,Degree,No,Yes [ Non IT industry ],7.3,No,6,Others,Yes,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,MERN Stack,Python + Angular Developer,Degree,No,No,13.2,Yes,4,WFH,Yes,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,MEAN Stack,Flutter Developer,Degree,No,No,11.2,Yes,7,Manjeri,Yes,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,Flutter,Python developer,Degree,Yes,Bca dropout ,10.1,Yes,7,Chennai,Yes,5.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
19,Web Development with Django,React Developer,No Degree,No,No,11.1,No,1,Hyderabad,Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
19,Web Development with Django,Angular Developer,No Degree,No,No,13.5,No,4,WFH,Yes,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
27,Web Development with Django,Machine Learning Engineer,Degree,No,No,7.0,No,3,WFH,No,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
