age,domain,current_job,degree,cs_bg,experience,avg_time,holidays,week_back,city,skills,graduated,salary,mui,redux,flutter,node,jest,sql,dart,linux,bootstrap,typescipt,vim,mysql,opencv,communication,aws,react,api,ajax,express,jwt,javascript,git,typescript,nginx,tailwindcss,vercel,python,mongodb,firebase,postman,angular,next,html,tailwind,docker,nest,nodejs,cnn,mongoose,hasura,graphql,go,django,jquery
23,MERN Stack,MERN Stack developer,Diploma,No,No,14.6,No,7,WFH,"React, Node, Nest, Next, HTML, CSS, MUI, Socket.io, MongoDB, Javascript, Bootstrap, Tailwind CSS, jQuery, Redux, Express JS, Mongoose, JWT, Git, Postman, Firebase, Vercel, Nginx",Yes,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
23,Flutter,Golang Developer,Diploma,No,No,13.9,Yes,6,Kochi,"Python, Django, Js, Html, Css",Yes,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
21,Flutter,Flutter Developer,Degree,No,Yes [ Non IT industry ],16.0,Yes,7,Manjeri,"React, Node, Html, CSS, SCSS, Next",Yes,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
21,Web Development with Django,Data Engineer,Degree,No,Yes [ Non IT industry ],15.2,No,7,Chandigarh,"MongoDB, Express, React, Node JS, JavaScript, HTML, CSS, Bootstrap, TypeScript, NextJ, Tailwind CSS, MUI, GraphQL, Hasura,refine,",Yes,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,MERN Stack,Full stack engineer,Degree,No,No,10.4,No,7,Manjeri,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",No,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
21,MERN Stack,Python + Angular Developer,Degree,No,No,13.4,No,4,Bangalore,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
25,MEAN Stack,Angular Developer,Degree,Yes,Yes [ Non IT industry ],10.3,Yes,1,Hyderabad,"React, Node, Nest, Next, HTML, CSS, MUI, Socket.io, MongoDB, Javascript, Bootstrap, Tailwind CSS, jQuery, Redux, Express JS, Mongoose, JWT, Git, Postman, Firebase, Vercel, Nginx",No,7.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
24,Web Development with Django,MERN Stack developer,No Degree,No,No,13.7,Yes,1,Manjeri,"Html,CSS",Yes,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MERN Stack,Python + Angular Developer,No Degree,Yes,No,11.7,Yes,7,Kochi,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
25,MERN Stack,React Developer,Degree,Yes,Yes [ Non IT industry ],7.0,Yes,5,WFH,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,Machine Learning,Flutter developer,No Degree,No,No,8.2,No,7,Bangalore,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24,MERN Stack,Angular Developer,Degree,No,No,7.7,No,6,WFH,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
25,MEAN Stack,Full Stack Developer,Degree,No,No,9.3,No,4,WFH,"Html,CSS",No,7.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
21,Machine Learning,Full stack engineer,Degree,Yes,No,13.5,Yes,6,Hyderabad,"Dart,Api integration,",No,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
25,MERN Stack,React Native developer,No Degree,No,No,7.0,No,7,Bangalore,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
20,MERN Stack,Golang Developer,Degree,No,No,9.5,Yes,5,Bangalore,"Python, Django, Js, Html, Css",Yes,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,MERN Stack,React Developer,No Degree,Yes,No,9.5,Yes,5,Chennai,"React, Node, Html, CSS, Mongodb",Yes,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,MERN Stack,Full stack engineer,Degree,No,Bca dropout ,10.8,Yes,6,Kochi,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",Yes,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,MEAN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],7.5,Yes,3,Trivandrum,"React,Python,SQL,Django,Html,Css",Yes,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
21,MERN Stack,Flutter development,Degree,No,No,11.7,No,3,Pune,"Python, Django, Js, Html, Css",Yes,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MERN Stack,Golang Developer,Degree,No,No,10.9,No,7,Bangalore,"Go, SQL, HTML, CSS",No,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
20,Web Development with Django,Jr Nodejs Developer,Diploma,No,No,11.9,Yes,7,Manjeri,"Dart,Api integration,",No,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,MEAN Stack,Python developer,Degree,Yes,No,10.5,No,5,Bangalore,"Python, Django, Js, Html, Css",Yes,4.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,MERN Stack,Flutter development,Degree,No,No,16.0,No,7,Bangalore,"Flutter, firbase, API",Yes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
21,MERN Stack,Flutter Developer,No Degree,No,No,12.5,Yes,6,Trivandrum,"React,node js , nest js , express js , jest,go etc",Yes,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
25,MERN Stack,Machine Learning Engineer,Degree,No,No,9.6,No,5,Bangalore,"Dart,Api integration,",Yes,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
24,MEAN Stack,Flutter Developer,Degree,No,No,15.0,No,0,Kochi,"React, Node, Nest, Next, HTML, CSS, MUI, Socket.io, MongoDB, Javascript, Bootstrap, Tailwind CSS, jQuery, Redux, Express JS, Mongoose, JWT, Git, Postman, Firebase, Vercel, Nginx",Yes,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,Web Development with Django,Angular Developer,No Degree,No,No,11.9,Yes,7,Ernakulam,"Python, Django, SQL, Git, AWS, Digital Ocean, HTML, CSS, React, Data Structure, Communication ",Yes,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,Flutter,Flutter Developer,Degree,No,No,10.4,Yes,3,Nagercoil,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,7.1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,MERN Stack,Flutter development,Degree,No,No,8.0,No,7,Kochi,"React, Node, Html, CSS, Mongodb",Yes,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,Flutter,React Developer,Degree,Yes,No,7.0,No,4,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,MERN Stack,Data Engineer,Diploma,No,No,10.2,Yes,1,Bangalore,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,MERN Stack,Golang Developer,No Degree,Yes,Bca dropout ,10.5,No,4,Ernakulam,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
25,MEAN Stack,React Developer,Diploma,No,No,11.7,No,7,Kochi,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
25,MERN Stack,Golang Developer,Degree,No,No,13.9,Yes,5,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",No,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,Web Development with Django,Flutter developer,Degree,No,No,16.0,Yes,4,Others,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MERN Stack,Software Developer,Degree,Yes,Bca dropout ,10.7,Yes,7,WFH,"React js ,React query",Yes,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
23,MERN Stack,Golang Developer,Degree,Yes,Yes [ Non IT industry ],12.8,No,2,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,MERN Stack,Flutter Developer,No Degree,No,No,13.7,Yes,6,WFH,"Angular, Express, Node, javascript, MongoDB, Html, css",Yes,6.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,Machine Learning,Full stack engineer,No Degree,No,Yes [ Non IT industry ],16.0,Yes,7,WFH,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,Web Development with Django,React Developer,No Degree,No,No,12.5,Yes,7,Chandigarh,"Html, Css, Javascript, Node.Js,Mongo db, Redux, React. Js, React Neative",Yes,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,MERN Stack,Nest js developer,Degree,No,No,14.1,Yes,4,WFH,"Html,CSS",Yes,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
23,Web Development with Django,Golang Developer,Degree,Yes,Yes [ Non IT industry ],14.0,No,2,Chandigarh,"React, Node, Html, CSS, Mongodb",Yes,3.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
22,MEAN Stack,Nest js developer,Degree,Yes,No,15.3,No,7,Hyderabad,"Flutter,iOS, react, django ",Yes,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
25,MERN Stack,React Developer,Degree,Yes,No,8.8,Yes,5,WFH,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,Web Development with Django,Full stack engineer,Degree,Yes,No,16.0,No,6,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,5.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
21,MERN Stack,Flutter developer,Degree,Yes,No,16.0,No,3,WFH,"React js ,React query",No,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
20,MEAN Stack,Angular Developer,Degree,No,Bca dropout ,16.0,No,5,Kochi,"React,node js , nest js , express js , jest,go etc",Yes,6.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,Go,Full Stack Developer,Degree,Yes,Yes [ Non IT industry ],9.1,Yes,7,Nagercoil,"React, Node, Html, CSS, SCSS, Next",Yes,6.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,MERN Stack,Flutter developer,Degree,No,No,13.9,Yes,7,Bangalore,"Go, SQL, HTML, CSS",Yes,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,Go,Full Stack Developer,Degree,No,Yes [ Non IT industry ],12.7,Yes,7,Others,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",No,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
25,MERN Stack,Machine Learning Engineer,No Degree,No,No,12.2,Yes,4,Chandigarh,"Html,CSS",Yes,3.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
20,MEAN Stack,MERN Stack developer,Diploma,No,No,11.9,No,5,Pune,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,Flutter,MERN Stack developer,No Degree,Yes,Yes [ Non IT industry ],14.6,Yes,7,Bangalore,HTML CSS React,Yes,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,MERN Stack,Angular Developer,No Degree,No,No,14.2,Yes,5,Others,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
20,MERN Stack,Flutter Developer,No Degree,No,No,13.3,No,5,Others,"React, Node, Html, CSS, SCSS, Next",Yes,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,MERN Stack,React Developer,Degree,No,No,12.7,No,7,Coimbatore,"Flutter, firbase, API",Yes,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,MERN Stack,Flutter development,Degree,No,No,11.4,Yes,4,Kochi,HTML CSS React,Yes,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,MERN Stack,React Developer,Degree,Yes,No,13.0,No,6,Ernakulam,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,4.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24,Flutter,React Developer,Degree,Yes,No,7.7,Yes,6,WFH,HTML CSS React,Yes,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,MERN Stack,Angular Developer,No Degree,No,No,11.0,Yes,7,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,MERN Stack,Full stack engineer,Degree,No,No,9.5,Yes,7,Nagercoil,"React, Node, Nest, Next, HTML, CSS, MUI, Socket.io, MongoDB, Javascript, Bootstrap, Tailwind CSS, jQuery, Redux, Express JS, Mongoose, JWT, Git, Postman, Firebase, Vercel, Nginx",Yes,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22,Go,Angular Developer,No Degree,No,Yes [ Non IT industry ],11.8,Yes,7,Nagercoil,"Python, Django, SQL, Git, AWS, Digital Ocean, HTML, CSS, React, Data Structure, Communication ",Yes,4.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23,MERN Stack,MERN Stack developer,Degree,Yes,No,7.8,No,7,WFH,"React, Node, Html, CSS, Mongodb",Yes,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,MERN Stack,Full Stack Developer,Degree,No,Yes [ Non IT industry ],16.0,Yes,2,WFH,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",No,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,MERN Stack,Jr Nodejs Developer,Degree,Yes,No,16.0,Yes,3,Kochi,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,Flutter,Flutter developer,No Degree,Yes,No,13.7,Yes,7,WFH,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",Yes,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
25,Machine Learning,React Developer,Degree,No,Yes [ Non IT industry ],12.6,No,7,Bangalore,"Python, Django, Js, Html, Css",No,5.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
23,Flutter,Full stack engineer,Degree,No,No,9.6,No,7,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,2.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
24,MERN Stack,Flutter developer,Degree,No,No,16.0,Yes,7,Kochi,"Dart,Api integration,",Yes,4.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
25,MERN Stack,Full Stack Developer,Degree,No,No,13.2,No,3,Chandigarh,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Web Development with Django,Golang Developer,Degree,No,No,16.0,Yes,5,Manjeri,"Flutter,iOS, react, django ",Yes,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,MERN Stack,Python + Angular Developer,Degree,No,Bca dropout ,14.0,Yes,1,Pune,"Python, Django, Js, Html, Css",Yes,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
23,Flutter,React Developer,Degree,No,No,9.1,No,5,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,MERN Stack,React Developer,Degree,No,No,16.0,Yes,2,Bangalore,"React, Node, Html, CSS, Mongodb",Yes,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
24,MERN Stack,Data Engineer,No Degree,No,No,7.1,Yes,5,Hyderabad,"Go, SQL, HTML, CSS",Yes,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,MERN Stack,Full Stack Developer,Degree,No,No,7.0,Yes,7,Bangalore,"Go, SQL, HTML, CSS",No,3.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
22,MERN Stack,Jr Nodejs Developer,Degree,No,No,8.9,Yes,6,Trivandrum,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,6.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
20,MERN Stack,Python developer,Degree,No,No,8.8,Yes,1,Kochi,"Python, Django, SQL, Git, AWS, Digital Ocean, HTML, CSS, React, Data Structure, Communication ",Yes,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,Web Development with Django,Flutter development,Degree,No,No,7.0,No,5,Kochi,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,MERN Stack,MERN Stack developer,Degree,No,No,7.0,Yes,5,Manjeri,"React,Python,SQL,Django,Html,Css",Yes,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
19,Web Development with Django,MERN Stack developer,Degree,No,No,9.0,No,6,Bangalore,"Flutter,iOS, react, django ",Yes,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
